Entity,Code,Year,Poverty
Uruguay - urban,,2005,0.721010785
Uzbekistan,UZB,1998,39.93921272
Uzbekistan,UZB,2000,61.45855025
Uzbekistan,UZB,2002,57.52473736
Uzbekistan,UZB,2003,61.57397174
Vanuatu,VUT,2010,13.14295371
Vanuatu,VUT,2019,8.64541754
Venezuela,VEN,1981,6.005127945
Venezuela,VEN,1987,6.262018897
Venezuela,VEN,1989,4.964617704
Venezuela,VEN,1992,4.347350652
Venezuela,VEN,1995,9.379050847
Venezuela,VEN,1998,9.789314004
Venezuela,VEN,1999,11.1408494
Venezuela,VEN,2001,9.280858819
Venezuela,VEN,2002,15.5227079
Venezuela,VEN,2003,18.79023293
Venezuela,VEN,2004,15.75989656
Venezuela,VEN,2005,13.89941426
Venezuela,VEN,2006,6.676078223
Vietnam,VNM,1992,52.29665674
Vietnam,VNM,1997,31.43613326
Vietnam,VNM,2002,37.01960661
Vietnam,VNM,2004,25.78332656
Vietnam,VNM,2006,18.83753234
Vietnam,VNM,2008,14.11938052
Vietnam,VNM,2010,4.027738451
Vietnam,VNM,2012,2.728185109
Vietnam,VNM,2014,2.601209035
Vietnam,VNM,2016,1.80478618
Vietnam,VNM,2018,1.801464492
World,OWID_WRL,1981,42.63940873
World,OWID_WRL,1982,42.12903724
World,OWID_WRL,1983,41.28040201
World,OWID_WRL,1984,39.574479
World,OWID_WRL,1985,38.02852618
World,OWID_WRL,1986,36.69448091
World,OWID_WRL,1987,35.65588156
World,OWID_WRL,1988,33.85239566
World,OWID_WRL,1989,36.91441874
World,OWID_WRL,1990,36.29153358
World,OWID_WRL,1991,35.9339459
World,OWID_WRL,1992,35.01012605
World,OWID_WRL,1993,34.12303142
World,OWID_WRL,1994,33.05789224
World,OWID_WRL,1995,31.16442871
World,OWID_WRL,1996,29.66661759
World,OWID_WRL,1997,29.49549004
World,OWID_WRL,1998,29.79028491
World,OWID_WRL,1999,28.78069683
World,OWID_WRL,2000,27.6880278
World,OWID_WRL,2001,26.89671338
World,OWID_WRL,2002,25.63137721
World,OWID_WRL,2003,24.42863891
World,OWID_WRL,2004,22.64501793
World,OWID_WRL,2005,20.82814145
World,OWID_WRL,2006,20.08893786
World,OWID_WRL,2007,18.9162811
World,OWID_WRL,2008,18.15102182
World,OWID_WRL,2009,17.34169005
World,OWID_WRL,2010,15.77861912
World,OWID_WRL,2011,13.82102706
World,OWID_WRL,2012,12.96168118
World,OWID_WRL,2013,11.65965061
World,OWID_WRL,2014,11.21018685
World,OWID_WRL,2015,10.91926563
World,OWID_WRL,2016,10.64807571
World,OWID_WRL,2017,9.814589572
World,OWID_WRL,2018,9.098339631
World,OWID_WRL,2019,8.695796646
Yemen,YEM,1998,6.966710533
Yemen,YEM,2005,9.385097428
Yemen,YEM,2014,18.26823524
Zambia,ZMB,1991,55.16358796
Zambia,ZMB,1993,56.17216555
Zambia,ZMB,1996,43.624892
Zambia,ZMB,1998,43.84536699
Zambia,ZMB,2002,52.05242742
Zambia,ZMB,2004,58.37080891
Zambia,ZMB,2006,62.1396748
Zambia,ZMB,2010,65.81799092
Zambia,ZMB,2015,58.7459713
Zimbabwe,ZWE,2011,21.355553
Zimbabwe,ZWE,2017,33.86387179
Zimbabwe,ZWE,2019,39.5321404
